UCD2A,UCD2C,UCD2D,UCD2G,UCD2H,UCD2I,UCD2J,UCD2K,UCF17,AN4,AN8,AN11,HH6,HL4,HAP,WAP,WHP,BMI,windex5,melevel
YES,YES,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,4,15.6,103.4,RURAL,MALE,10.5,8.800000000000001,22.8,14.59,Second,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,9.699999999999999,82.7,RURAL,FEMALE,4.8,.9,5.8,14.18,Poorest,Pre-primary or none
,,,,,,,,,,,,RURAL,MALE,,,,,0,Secondary
,,,,,,,,,0,6.5,65.8,RURAL,MALE,.1,.1,11.8,15.01,Fourth,Secondary
,,,,,,,,,0,3.6,49,RURAL,MALE,17.4,61.8,81.5,14.99,Second,Primary
NO,YES,YES,NO,NO,YES,NO,NO,NO DIFFICULTY,2,12.5,83.7,RURAL,FEMALE,9.1,42.7,75.7,17.84,Second,Secondary
,,,,,,,,,0,5.7,60.4,RURAL,FEMALE,20.6,26.8,52.7,15.62,Fourth,Secondary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,10.1,85.09999999999999,RURAL,FEMALE,.4,.2,5,13.95,Second,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,11.7,89.40000000000001,RURAL,FEMALE,.9,1.4,16.6,14.64,Fourth,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,11.1,87,RURAL,MALE,9.4,3,9.4,14.67,Second,Primary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,16.6,110.5,RURAL,MALE,89,36.2,8.5,13.6,Second,Higher secondary+
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,12.1,96.5,RURAL,FEMALE,40.8,3.6,3.1,12.99,Second,Secondary
NO,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,2,12.4,89,RURAL,FEMALE,34.7,26.6,39.3,15.65,Middle,Primary
YES,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,13.3,95.2,RURAL,FEMALE,26.7,14.3,24.6,14.67,Poorest,Secondary
NO,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,2,11,85.90000000000001,RURAL,MALE,8.4,3.2,11.5,14.91,Second,Primary
NO,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,3,10.6,89.09999999999999,RURAL,FEMALE,.6,.2,2.9,13.35,Poorest,Higher secondary+
NO,NO,NO,NO,NO,NO,NO,NO,,1,9,78.2,RURAL,MALE,7.6,1.7,3.4,14.72,Fourth,Primary
,,,,,,,,,,,,RURAL,MALE,,,,,0,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,15.3,100,RURAL,MALE,1.8,6,37.2,15.3,Second,Secondary
,,,,,,,,,,,,RURAL,FEMALE,,,,,0,Primary
NO,YES,YES,NO,NO,NO,NO,NO,,1,7.8,74.8,RURAL,FEMALE,1,.3,2,13.94,Poorest,Primary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,11.1,90,RURAL,MALE,.6,.3,3.2,13.7,Poorest,Primary
NO,YES,YES,NO,NO,NO,NO,NO,,1,8.1,74.09999999999999,RURAL,FEMALE,4,1.6,6.3,14.75,Second,Primary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,13.7,91.8,RURAL,MALE,11.8,21.7,50.4,16.26,Second,Primary
YES,YES,YES,YES,YES,YES,YES,NO,NO DIFFICULTY,4,14.6,100.7,RURAL,MALE,10,6.5,16.8,14.4,Middle,Pre-primary or none
,,,,,,,,,0,5.4,60.1,RURAL,MALE,24.9,20.6,32.9,14.95,Middle,Primary
NO,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,12.3,87.5,RURAL,FEMALE,1.6,7.3,47.3,16.07,Middle,Primary
,,,,,,,,,0,5.9,61.1,RURAL,MALE,7,12.1,45.7,15.8,Second,Primary
NO,NO,NO,NO,NO,NO,NO,NO,,1,7.4,70,RURAL,FEMALE,5.4,1.9,11,15.1,Poorest,Secondary
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,18.8,109,RURAL,FEMALE,94.7,86.40000000000001,67.5,15.82,Middle,Higher secondary+
,,,,,,,,,0,5.6,63.2,RURAL,FEMALE,56.4,20.1,10.6,14.02,Middle,Secondary
YES,YES,YES,NO,NO,YES,NO,NO,NO DIFFICULTY,3,10.7,84.2,RURAL,FEMALE,.3,.9,18.2,15.09,Poorest,Primary
,,,,,,,,,0,7.3,64.2,RURAL,MALE,14.3,36.9,71.2,17.71,Second,Secondary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,4,15.1,99.5,RURAL,MALE,13.7,15.8,35.3,15.25,Second,Secondary
YES,NO,NO,NO,NO,YES,YES,NO,NO DIFFICULTY,2,11.6,86.90000000000001,RURAL,FEMALE,4,5.2,27.8,15.36,Second,Pre-primary or none
NO,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,3,14.4,94.40000000000001,RURAL,FEMALE,41.5,49.5,61.4,16.16,Middle,Higher secondary+
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,2,99.40000000000001,999.4,RURAL,MALE,99.90000000000001,99.90000000000001,99.90000000000001,99.90000000000001,Second,Pre-primary or none
NO,NO,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,2,12.2,92.40000000000001,RURAL,FEMALE,34.4,9.9,13.9,14.29,Middle,Pre-primary or none
NO,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,12.3,95.3,RURAL,MALE,23.2,3.4,3.9,13.54,Second,Secondary
,,,,,,,,,0,4.7,53.2,RURAL,FEMALE,19.3,71,93.2,16.61,Middle,Pre-primary or none
NO,YES,YES,NO,NO,NO,NO,NO,,1,9.4,80,RURAL,MALE,57.4,8.699999999999999,3.9,14.69,Second,Primary
NO,NO,NO,NO,NO,NO,NO,NO,,1,8,74.09999999999999,RURAL,FEMALE,9.199999999999999,2,4.9,14.57,Second,Secondary
,,,,,,,,,0,4.9,57.1,RURAL,FEMALE,6.5,13.3,57.3,15.03,Second,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,,1,11.2,75.40000000000001,RURAL,FEMALE,11.9,74.90000000000001,96.90000000000001,19.7,Poorest,Secondary
NO,YES,YES,NO,NO,YES,YES,NO,,1,8.1,77.09999999999999,RURAL,FEMALE,.5,.2,1.3,13.63,Poorest,Primary
YES,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,3,16,104.9,RURAL,MALE,83.09999999999999,46.6,22.8,14.54,Poorest,Primary
NO,NO,NO,NO,NO,NO,NO,NO,,1,8.699999999999999,76.90000000000001,RURAL,FEMALE,32,7.2,6.7,14.71,Poorest,Pre-primary or none
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,10.9,98.90000000000001,RURAL,FEMALE,1.9,0,.1,11.14,Poorest,Pre-primary or none
NO,NO,YES,NO,NO,NO,NO,NO,,1,8.5,73.09999999999999,RURAL,FEMALE,5.8,6,21.4,15.91,Poorest,Secondary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,13.8,96.3,RURAL,MALE,2.9,4.4,22.2,14.88,Poorest,Secondary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,12,89.90000000000001,RURAL,FEMALE,1.6,2.5,21.2,14.85,Poorest,Primary
NO,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,2,9.4,81.90000000000001,RURAL,FEMALE,1.4,.3,4.4,14.01,Poorest,Secondary
NO,NO,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,3,11.4,89.59999999999999,RURAL,FEMALE,8.199999999999999,2.6,10.2,14.2,Second,Primary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,2,9.6,83.3,RURAL,FEMALE,22.6,1.9,3.8,13.84,Second,Primary
,,,,,,,,,,,,RURAL,MALE,,,,,0,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,2,99.40000000000001,999.4,RURAL,FEMALE,99.90000000000001,99.90000000000001,99.90000000000001,99.90000000000001,Middle,Higher secondary+
,,,,,,,,,0,3.2,50.2,RURAL,MALE,2.6,4.5,35.8,12.7,Poorest,Primary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,2,11.8,90.40000000000001,RURAL,FEMALE,68.5,21.3,14.3,14.44,Poorest,Primary
,,,,,,,,,0,6.9,63.1,RURAL,FEMALE,26.1,51.8,74.90000000000001,17.33,Second,Pre-primary or none
YES,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,2,12.1,88.09999999999999,RURAL,FEMALE,29.8,21.9,35.7,15.59,Middle,Pre-primary or none
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,13.7,97.3,RURAL,MALE,4.1,3.7,15.3,14.47,Second,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,99.3,,RURAL,FEMALE,99.90000000000001,99.90000000000001,99.90000000000001,99.90000000000001,Fourth,Higher secondary+
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,10.3,89.09999999999999,RURAL,MALE,.3,.1,.8,12.97,Poorest,Primary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,2,11.1,87.3,RURAL,MALE,7.5,2.4,8.5,14.56,Poorest,Pre-primary or none
NO,YES,YES,NO,NO,NO,NO,NO,,1,9.6,84.90000000000001,RURAL,FEMALE,51.1,5.3,1.7,13.32,Middle,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,,1,7.4,72.90000000000001,RURAL,FEMALE,.4,.2,2,13.92,Second,Primary
YES,NO,YES,NO,NO,NO,NO,NO,,1,11,83.09999999999999,RURAL,MALE,25.8,20.2,27.1,15.93,Middle,Secondary
,,,,,,,,,0,6.3,59.6,RURAL,FEMALE,65.09999999999999,93.5,90,17.74,Second,Primary
NO,NO,YES,NO,NO,YES,NO,NO,NO DIFFICULTY,4,13.5,101.4,RURAL,FEMALE,8.6,2,5.4,13.13,Middle,Primary
,,,,,,,,,0,7.5,68.09999999999999,RURAL,MALE,18.1,11.7,24.3,16.17,Second,Pre-primary or none
YES,NO,YES,NO,NO,YES,NO,NO,NO DIFFICULTY,4,14.2,100.6,RURAL,MALE,11.9,5,10.9,14.03,Poorest,Secondary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,13.1,93.5,RURAL,MALE,16.2,10.3,21,14.98,Second,Primary
,,,,,,,,,,,,RURAL,MALE,,,,,0,Secondary
,,,,,,,,,0,4.9,54.6,RURAL,FEMALE,24.1,67.8,88.90000000000001,16.44,Fourth,Secondary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,4,11.9,95,RURAL,FEMALE,.3,.2,3.8,13.19,Second,Primary
NO,NO,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,4,12.3,100.9,RURAL,MALE,7.2,.3,.4,12.08,Fourth,Primary
YES,YES,YES,NO,YES,YES,YES,YES,NO DIFFICULTY,3,14.9,100,RURAL,MALE,30,19.7,26.8,14.9,Middle,Pre-primary or none
,,,,,,,,,0,6.4,63.3,RURAL,MALE,5.2,7.6,37.9,15.97,Second,Secondary
,,,,,,,,,0,7.7,72.2,RURAL,MALE,13.3,1.3,3.2,14.77,Second,Secondary
NO,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,4,14.4,99.3,RURAL,MALE,2,3.1,19.6,14.6,Middle,Secondary
YES,NO,YES,NO,NO,NO,NO,NO,,1,9.199999999999999,80.59999999999999,RURAL,FEMALE,77.40000000000001,15.3,4.3,14.16,Fourth,Secondary
NO,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,4,14.3,101.8,RURAL,FEMALE,9,4.8,13.4,13.8,Middle,Higher secondary+
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,13,94.59999999999999,RURAL,FEMALE,19.9,9.800000000000001,20.6,14.53,Second,Secondary
YES,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,3,11.1,99.09999999999999,RURAL,FEMALE,79.3,1.1,.1,11.3,Fourth,Secondary
YES,YES,YES,NO,YES,YES,NO,NO,NO DIFFICULTY,3,10.7,89.5,RURAL,FEMALE,4.5,.6,3,13.36,Fourth,Secondary
NO,NO,YES,YES,NO,YES,YES,NO,NO DIFFICULTY,3,16.3,102.5,RURAL,MALE,89.3,70.40000000000001,46.4,15.51,Second,Higher secondary+
,,,,,,,,,0,8.300000000000001,68.2,RURAL,MALE,37.2,53.4,62.5,17.84,Richest,Secondary
YES,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,2,11.3,88.5,RURAL,FEMALE,32.1,8.199999999999999,12.3,14.43,Richest,Secondary
NO,YES,YES,NO,NO,NO,YES,NO,,1,9.9,80.40000000000001,RURAL,MALE,18.7,7.6,10.3,15.32,Middle,Secondary
NO,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,3,12.8,93.59999999999999,RURAL,MALE,11.3,5.9,14.3,14.61,Middle,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,11.6,96.90000000000001,RURAL,FEMALE,22.9,.9,1,12.35,Middle,Primary
,,,,,,,,,0,7.3,65.8,RURAL,FEMALE,45.9,52.1,55.3,16.86,Richest,Secondary
,,,,,,,,,0,6,64.90000000000001,RURAL,FEMALE,21.5,4.3,9.4,14.24,Second,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,11,89.5,RURAL,FEMALE,.1,.2,5.4,13.73,Second,Secondary
NO,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,4,11.5,92.2,RURAL,MALE,.2,.2,2.9,13.53,Poorest,Pre-primary or none
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,2,9.699999999999999,84.3,RURAL,FEMALE,10.8,.9,3.1,13.65,Second,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,,1,10.2,83.40000000000001,RURAL,MALE,39.4,9.1,5.9,14.66,Second,Secondary
NO,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,3,11.4,90.40000000000001,RURAL,MALE,.3,.3,4.8,13.95,Middle,Primary
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,4,14.5,100.4,RURAL,FEMALE,5.7,6.4,23.8,14.38,Middle,Secondary
,,,,,,,,,0,4.2,58.1,RURAL,MALE,71.40000000000001,21.6,6.3,12.44,Second,Secondary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,13.1,99,RURAL,FEMALE,2.1,1,6.6,13.37,Poorest,Primary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,14.5,101.2,RURAL,FEMALE,6.5,5.7,19.6,14.16,Second,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,12.3,97.40000000000001,RURAL,FEMALE,12.9,1.4,3.2,12.97,Second,Primary
,,,,,,,,,0,4.8,58.7,RURAL,FEMALE,46.5,27.5,25,13.93,Second,Secondary
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,12.8,95.59999999999999,RURAL,MALE,3.4,1.8,7.8,14.01,Second,Primary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,10.4,88.5,RURAL,FEMALE,.9,.2,2.4,13.28,Fourth,Secondary
,,,,,,,,,,,,RURAL,MALE,,,,,0,Secondary
,,,,,,,,,,,,RURAL,FEMALE,,,,,0,Secondary
,,,,,,,,,0,4.7,57.6,RURAL,FEMALE,32.4,25,35.4,14.17,Second,Secondary
NO,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,4,15.8,108.1,RURAL,MALE,38.8,9.800000000000001,7.4,13.52,Second,Primary
YES,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,4,13.6,99.8,RURAL,MALE,22.7,5.1,6.3,13.65,Second,Primary
,,,,,,,,,0,8.4,71.8,RURAL,MALE,73.40000000000001,44.4,20.7,16.29,Second,Secondary
YES,YES,YES,NO,NO,NO,NO,NO,,1,8.4,76.59999999999999,RURAL,FEMALE,.6,.5,3.8,14.32,Middle,Primary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,13.6,102.1,RURAL,MALE,25.6,3.2,2.8,13.05,Middle,Higher secondary+
,,,,,,,,,0,7.7,65.40000000000001,RURAL,MALE,12.2,35.8,72.8,18,Poorest,Primary
,,,,,,,,,0,4.7,54.2,RURAL,FEMALE,10.3,42.6,85.09999999999999,16,Poorest,Secondary
YES,YES,YES,NO,NO,NO,NO,NO,,1,8.300000000000001,76.90000000000001,RURAL,FEMALE,1.5,.5,2.5,14.04,Poorest,Secondary
YES,NO,YES,NO,NO,NO,NO,NO,,1,7.5,75.7,RURAL,FEMALE,1.4,.1,.4,13.09,Poorest,Higher secondary+
,,,,,,,,,0,7.7,64.59999999999999,RURAL,FEMALE,9.699999999999999,43,87.7,18.45,Second,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,99.3,,RURAL,MALE,99.90000000000001,99.90000000000001,99.90000000000001,99.90000000000001,Second,Secondary
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,10,82.40000000000001,RURAL,MALE,7,1.2,7.2,14.73,Second,Primary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,11.7,92.2,RURAL,FEMALE,.9,.6,7,13.76,Middle,Primary
,,,,,,,,,0,9.199999999999999,73.40000000000001,RURAL,MALE,36.4,29.9,38.4,17.08,Second,Primary
YES,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,4,14.2,96.09999999999999,RURAL,FEMALE,1.3,6.7,44.5,15.38,Poorest,Pre-primary or none
,,,,,,,,,0,6.3,62.2,RURAL,MALE,3.7,9.199999999999999,50.6,16.28,Poorest,Primary
,,,,,,,,,0,7.3,70.8,RURAL,MALE,5.4,.4,2.7,14.56,Poorest,Secondary
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,14.6,104.3,RURAL,MALE,21.9,4.7,5.6,13.42,Poorest,Secondary
NO,YES,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,3,13.9,100.5,RURAL,MALE,29.5,7.3,7.6,13.76,Middle,Secondary
NO,NO,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,2,10.4,83.2,RURAL,MALE,1.2,1,10.8,15.02,Second,Secondary
NO,YES,YES,YES,NO,YES,YES,YES,NO DIFFICULTY,3,10.4,87.09999999999999,RURAL,FEMALE,1,.3,4.2,13.71,Poorest,Secondary
,,,,,,,,,,,,RURAL,MALE,,,,,0,Higher secondary+
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,9.5,81.59999999999999,RURAL,MALE,3.2,.3,3.7,14.27,Fourth,Higher secondary+
YES,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,2,10.8,85.40000000000001,RURAL,FEMALE,42.4,13,14.8,14.81,Fourth,Higher secondary+
NO,NO,NO,NO,NO,NO,NO,NO,,1,9.6,79.09999999999999,RURAL,MALE,54.2,14.3,9.300000000000001,15.34,Fourth,Higher secondary+
YES,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,4,18.3,109.6,RURAL,MALE,54.1,47.4,44.2,15.23,Poorest,Primary
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,11.6,90.40000000000001,RURAL,FEMALE,1.3,1.1,10.7,14.19,Second,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,,1,10.2,75.09999999999999,RURAL,MALE,17,38,65.5,18.09,Second,Secondary
YES,YES,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,4,13.6,98.8,RURAL,FEMALE,21.2,7.5,13.6,13.93,Second,Primary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,13.3,95.59999999999999,RURAL,MALE,1,1.8,15.2,14.55,Second,Secondary
NO,YES,YES,NO,NO,YES,NO,NO,NO DIFFICULTY,3,11.4,92.2,RURAL,MALE,7.6,1,2.4,13.41,Poorest,Secondary
NO,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,2,11.5,87.59999999999999,RURAL,MALE,10,4.7,14.2,14.99,Middle,Secondary
YES,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,4,13.6,97.5,RURAL,FEMALE,2.5,3.2,19.3,14.31,Second,Secondary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,15.3,102.4,RURAL,MALE,6.2,6.3,22.1,14.59,Fourth,Higher secondary+
NO,NO,NO,NO,NO,NO,NO,NO,,1,6.9,70.09999999999999,RURAL,FEMALE,4.8,.5,3,14.04,Poorest,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,,1,7.8,72.09999999999999,RURAL,FEMALE,0,.1,8.699999999999999,15,Second,Primary
,,,,,,,,,0,7.9,64.40000000000001,RURAL,FEMALE,35.7,82.90000000000001,93.5,19.05,Second,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,,1,7.7,73.7,RURAL,FEMALE,3,.7,2.8,14.18,Second,Secondary
YES,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,4,14.4,99.09999999999999,RURAL,MALE,8.199999999999999,7,20.6,14.66,Second,Pre-primary or none
YES,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,2,10.1,83.3,RURAL,MALE,8.9,1.3,6.2,14.56,Poorest,Primary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,99.3,,RURAL,FEMALE,99.90000000000001,99.90000000000001,99.90000000000001,99.90000000000001,Poorest,Primary
,,,,,,,,,0,6.8,66.40000000000001,RURAL,FEMALE,22.6,10.3,21.9,15.42,Second,Primary
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,11.3,999.4,RURAL,FEMALE,99.90000000000001,6.9,99.90000000000001,99.99,Poorest,Secondary
NO,NO,YES,YES,NO,YES,YES,NO,NO DIFFICULTY,2,10.7,85.59999999999999,RURAL,MALE,25.3,4,7.8,14.6,Poorest,Pre-primary or none
YES,NO,YES,NO,NO,NO,NO,NO,,1,8.5,74.59999999999999,RURAL,FEMALE,17.7,6.7,11.8,15.27,Middle,Secondary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,12.6,96.5,RURAL,FEMALE,2.2,1,7.1,13.53,Middle,Secondary
NO,YES,YES,NO,NO,YES,YES,NO,,1,9.4,78,RURAL,MALE,3.3,2.7,9.6,15.45,Poorest,Pre-primary or none
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,2,12.4,86.90000000000001,RURAL,MALE,25,26.8,44.7,16.42,Second,Pre-primary or none
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,11.8,86,RURAL,MALE,9.300000000000001,10.2,31.1,15.95,Poorest,Pre-primary or none
,,,,,,,,,0,4.9,54.9,RURAL,FEMALE,8.800000000000001,41.2,86.3,16.26,Second,Secondary
YES,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,11.6,88.90000000000001,RURAL,FEMALE,1.9,2,16.7,14.68,Second,Secondary
YES,NO,NO,NO,NO,NO,NO,NO,,1,8.6,73.90000000000001,RURAL,FEMALE,1,2.7,18.7,15.75,Fourth,Higher secondary+
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,8.300000000000001,81.40000000000001,RURAL,FEMALE,6.1,.1,.4,12.53,Poorest,Secondary
NO,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,4,13.2,96.5,RURAL,MALE,3.1,2.2,10.3,14.17,Poorest,Primary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,4,13.5,101.2,RURAL,MALE,6.9,1.3,3.3,13.18,Richest,Higher secondary+
NO,NO,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,2,9.5,82.59999999999999,RURAL,MALE,.1,.1,2.4,13.92,Second,Primary
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,3,11.3,93.09999999999999,RURAL,FEMALE,10.5,.9,2.5,13.04,Fourth,Primary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,12.8,87.40000000000001,RURAL,MALE,12.1,24.3,53.8,16.76,Poorest,Primary
NO,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,10.9,92.5,RURAL,FEMALE,4.2,.3,1.4,12.74,Poorest,Pre-primary or none
NO,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,3,14.4,97.09999999999999,RURAL,MALE,33.6,24.6,32.6,15.27,Middle,Pre-primary or none
YES,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,12.3,94.09999999999999,RURAL,FEMALE,4.7,1.9,9.699999999999999,13.89,Second,Pre-primary or none
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,4,16.2,105.3,RURAL,MALE,53.9,30.2,24.6,14.61,Fourth,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,12.1,90,RURAL,FEMALE,15.1,8.9,23.3,14.94,Second,Primary
NO,YES,YES,NO,NO,NO,NO,NO,,1,7.1,71.09999999999999,RURAL,FEMALE,4.1,.5,2.7,14.04,Middle,Pre-primary or none
,,,,,,,,,0,6.5,66,RURAL,FEMALE,29.8,9.9,15.1,14.92,Second,Secondary
NO,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,12.6,96.90000000000001,RURAL,MALE,18.1,2.8,3.6,13.42,Second,Secondary
YES,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,2,11.2,89.59999999999999,RURAL,MALE,40.6,4.7,4.5,13.95,Poorest,Primary
YES,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,3,10.4,86.90000000000001,RURAL,FEMALE,1.7,.4,4.6,13.77,Poorest,Primary
NO,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,4,16.2,103.8,RURAL,MALE,9.6,12.5,34.2,15.04,Fourth,Secondary
,,,,,,,,,,,,RURAL,MALE,,,,,0,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,10.3,87.40000000000001,RURAL,MALE,17.8,1,1.8,13.48,Poorest,Secondary
YES,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,12.6,92.59999999999999,RURAL,MALE,15.8,7.3,14.6,14.69,Fourth,Higher secondary+
,,,,,,,,,0,8.1,63.9,RURAL,FEMALE,56.5,96.8,97.7,19.84,Fourth,Higher secondary+
YES,YES,YES,NO,NO,YES,NO,NO,NO DIFFICULTY,2,12.4,92.09999999999999,RURAL,MALE,82.8,28.6,13,14.62,Second,Secondary
YES,YES,YES,NO,NO,YES,NO,NO,NO DIFFICULTY,4,17.2,110.5,RURAL,MALE,85.59999999999999,44.3,15.8,14.09,Second,Secondary
NO,NO,YES,NO,YES,NO,NO,NO,,1,8.300000000000001,70.8,RURAL,MALE,2.4,3.3,27.1,16.56,Poorest,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,16.3,105.6,RURAL,FEMALE,37.9,30,34.1,14.62,Poorest,Secondary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,13.3,999.4,RURAL,FEMALE,99.90000000000001,23.6,99.90000000000001,99.99,Poorest,Secondary
,,,,,,,,,0,7.2,64.2,RURAL,MALE,24.1,44,66.5,17.47,Poorest,Higher secondary+
